x,y,z
12.137863,54.090946,9.5
12.137971,54.091784,4.8
12.137821,54.091119,8.6
12.137827,54.091036,8.9
12.137904,54.090791,10.5
12.137904,54.090711,10.8
12.137916,54.090646,11.1
12.137922,54.090576,11.3
12.137467,54.092062,3.0
12.137518,54.091908,3.9
12.137542,54.092062,3.0
12.136844,54.091588,5.1
12.136951,54.091635,5.0
12.136436,54.091781,4.2
12.138644,54.092091,3.0
12.139010,54.092075,2.6
12.138887,54.092081,2.7
12.138765,54.092085,2.9
12.138507,54.092092,3.2
12.138353,54.092095,3.4
12.137799,54.092291,1.7
12.137424,54.092301,1.7
12.136924,54.092011,3.1
12.136858,54.092073,2.7
12.136634,54.092045,2.7
12.136434,54.092033,2.7
12.136228,54.092010,2.6
12.136020,54.091999,2.5
12.137298,54.091952,3.6
12.137289,54.092134,2.4
12.137262,54.092112,2.6
12.137289,54.092054,3.0
12.137257,54.091669,5.0
12.137533,54.091547,6.0
12.137506,54.091607,5.6
12.137524,54.090674,10.0
12.137406,54.090641,9.7
12.137322,54.090763,9.0
12.137293,54.090896,8.6
12.137278,54.090999,8.2
12.137248,54.091089,7.8
12.137318,54.091164,7.6
12.137280,54.091223,7.3
12.137243,54.091288,7.1
12.137266,54.091359,6.4
12.137250,54.091432,5.9
12.137244,54.091497,5.8
12.137326,54.091552,5.6
12.137301,54.091611,5.2
12.137265,54.091727,4.8
12.137399,54.090563,10.0
12.137442,54.091104,8.0
12.137349,54.091778,4.6
12.137415,54.090348,11.2
12.136172,54.089332,13.7
12.136486,54.089168,13.6
12.136239,54.089110,14.0
12.136309,54.089011,14.2
12.136077,54.089257,13.8
12.136063,54.089307,13.8
12.136076,54.089383,13.5
12.136230,54.089204,13.8
12.136174,54.088907,14.6
12.136234,54.088835,14.7
12.136180,54.088715,15.0
12.135588,54.088994,14.2
12.135793,54.089075,14.6
12.135791,54.089001,14.7
12.135775,54.088889,15.0
12.135808,54.088801,15.2
12.135913,54.088694,15.4
12.137421,54.090245,11.8
12.136057,54.090311,11.4
12.134775,54.090328,12.2
12.133480,54.090387,11.5
12.133695,54.090260,12.7
12.134836,54.091321,6.0
12.135753,54.091990,2.7
12.134670,54.090697,9.7
12.134499,54.090684,9.5
12.133250,54.091231,5.0
12.135744,54.091328,6.5
12.135707,54.091429,5.8
12.135679,54.091520,5.3
12.135656,54.091607,4.7
12.135632,54.091694,4.2
12.135564,54.091922,3.0
12.135583,54.091845,3.3
12.135602,54.091771,3.8
12.135616,54.092007,2.4
12.138595,54.085078,16.5
12.138142,54.085056,16.4
12.137886,54.088300,14.4
12.140037,54.087246,16.4
12.139723,54.086635,16.0
12.139127,54.087118,15.6
12.138986,54.086877,15.7
12.139256,54.086656,15.9
12.136597,54.087896,14.9
12.136487,54.087987,14.9
12.136456,54.088071,14.9
12.136233,54.087602,15.6
12.136097,54.087818,15.3
12.140456,54.084128,16.7
12.139327,54.085122,16.4
12.139187,54.085336,16.1
12.138734,54.085266,16.2
12.138968,54.085313,16.1
12.139349,54.085315,16.1
12.139556,54.085372,16.0
12.139695,54.085328,16.0
12.139996,54.085397,15.9
12.140508,54.085451,15.5
12.140668,54.084670,16.6
12.140426,54.084622,16.5
12.139763,54.084939,16.5
12.140338,54.084817,16.5
12.140487,54.084854,16.5
12.139455,54.084678,17.1
12.139692,54.084673,17.0
12.137335,54.085169,16.1
12.138545,54.085260,16.2
12.138278,54.085224,16.2
12.138082,54.085220,16.2
12.136865,54.085146,16.6
12.137897,54.085190,16.2
12.136489,54.085140,17.0
12.135602,54.086693,17.1
12.135346,54.087207,17.0
12.135290,54.087307,16.8
12.134769,54.087176,17.4
12.135088,54.087429,16.3
12.135214,54.087014,17.1
12.135053,54.087277,16.7
12.136492,54.084991,16.6
12.136550,54.084917,16.7
12.136567,54.084860,16.7
12.136505,54.084732,16.8
12.136599,54.084577,17.1
12.136802,54.084275,17.5
12.139196,54.084550,17.2
12.138905,54.084466,17.7
12.138572,54.084410,17.7
12.136537,54.084135,17.8
12.136270,54.084109,17.5
12.139949,54.084359,17.2
12.139535,54.084288,17.2
12.139993,54.084464,16.9
12.139844,54.084426,17.2
12.139712,54.084374,17.3
12.139391,54.084354,17.0
12.139547,54.084392,17.2
12.138733,54.084177,18.0
12.138587,54.084130,17.7
12.138345,54.084097,17.5
12.137484,54.083910,17.8
12.137555,54.084006,17.8
12.137398,54.083992,17.8
12.137198,54.083951,17.9
12.137033,54.083935,17.8
12.136841,54.083921,17.9
12.136672,54.083903,18.1
12.136407,54.083863,17.8
12.136097,54.083843,17.5
12.135339,54.083849,16.6
12.134858,54.083811,17.8
12.136323,54.085988,16.0
12.135856,54.087408,16.4
12.136371,54.087415,15.9
12.136034,54.087333,16.7
12.135760,54.087272,16.8
12.135703,54.087617,15.9
12.135513,54.087898,15.6
12.134075,54.087272,17.2
12.134614,54.087438,16.5
12.135213,54.088611,15.6
12.134520,54.088561,15.5
12.135065,54.088751,15.1
12.134513,54.085631,16.8
12.136112,54.086855,16.2
12.132130,54.084344,16.3
12.132880,54.084183,16.3
12.132770,54.084139,16.3
12.132479,54.084131,16.5
12.132314,54.084162,16.5
12.132140,54.084174,16.3
12.136031,54.086744,16.4
12.133656,54.083814,16.5
12.132493,54.084991,16.2
12.133370,54.083845,16.3
12.132702,54.085193,16.4
12.133182,54.083837,16.1
12.132515,54.085163,16.4
12.132829,54.083782,16.2
12.132607,54.083843,16.4
12.132473,54.083853,16.5
12.132311,54.083863,16.6
12.133208,54.084139,16.5
12.132149,54.083874,16.6
12.133520,54.084086,16.9
12.131939,54.083901,16.3
12.131799,54.083917,16.4
12.137880,54.088765,14.1
12.138287,54.088366,14.8
12.138274,54.088440,14.8
12.138124,54.088317,14.6
12.138068,54.088416,14.5
12.137315,54.088928,13.6
12.137346,54.088747,14.0
12.136563,54.088843,14.3
12.138549,54.088852,14.4
12.138712,54.088867,14.5
12.138829,54.088857,14.7
12.138891,54.088892,14.6
12.139076,54.088865,14.9
12.138225,54.088780,14.2
12.138103,54.088790,14.0
12.137686,54.088692,14.0
12.137795,54.088728,13.9
12.139164,54.088869,15.0
12.139239,54.088869,15.0
12.139317,54.088697,15.5
12.139212,54.088694,15.4
12.139120,54.088651,15.7
12.138923,54.088665,15.2
12.139054,54.088683,15.3
12.138966,54.088635,15.3
12.138851,54.088635,15.1
12.138778,54.088616,15.2
12.138676,54.088606,15.1
12.137413,54.088750,13.9
12.137087,54.088754,14.1
12.136680,54.088673,14.6
12.136794,54.088754,14.4
12.136552,54.088661,14.7
12.136438,54.088697,14.7
12.136328,54.088593,14.9
12.136209,54.088565,14.9
12.136903,54.088119,14.4
12.136946,54.087980,14.4
12.136820,54.088110,14.6
12.136703,54.088123,14.7
12.135052,54.088547,15.5
12.135941,54.088575,15.8
12.135789,54.088608,16.2
12.135639,54.088621,16.1
12.135515,54.088589,16.2
12.135374,54.088573,16.0
12.135251,54.088543,15.8
12.138454,54.088493,14.9
12.138305,54.088565,14.7
12.138210,54.088552,14.6
12.138111,54.088535,14.5
12.137981,54.088401,14.4
12.137795,54.088441,14.3
12.136988,54.088310,14.6
12.136815,54.088285,14.7
12.136692,54.088280,14.8
12.136568,54.088270,14.9
12.136442,54.088261,14.8
12.136336,54.088213,15.1
12.135787,54.088061,15.4
12.133322,54.087257,17.2
12.133025,54.087147,18.1
12.132867,54.088571,16.6
12.133182,54.088574,16.9
12.132546,54.088572,16.3
12.132306,54.088577,16.2
12.132151,54.088580,16.0
12.131922,54.088581,15.8
12.132350,54.087727,17.3
12.132219,54.087775,16.6
12.132180,54.087498,16.9
12.132044,54.087602,16.4
12.131927,54.087432,16.8
12.132154,54.087341,17.5
12.132238,54.087178,18.6
12.135143,54.088003,15.7
12.133985,54.087531,15.6
12.134144,54.087611,15.7
12.134661,54.087742,16.4
12.134445,54.087729,16.2
12.132665,54.088094,17.3
12.132847,54.088122,17.1
12.133313,54.087967,16.8
12.132989,54.088300,17.1
12.132830,54.088296,17.0
12.132693,54.088314,16.9
12.132563,54.088204,17.0
12.131575,54.088169,16.3
12.131588,54.088029,16.2
12.131679,54.087964,16.3
12.131578,54.088247,16.2
12.131701,54.087759,16.0
12.131779,54.088149,16.4
12.131413,54.087885,16.3
12.130931,54.087844,16.5
12.131481,54.088014,16.2
12.131444,54.088214,16.0
12.131282,54.088216,15.9
12.131074,54.088099,16.1
12.130795,54.088211,16.2
12.130408,54.087890,16.1
12.130577,54.087965,16.3
12.130825,54.088083,16.2
12.129929,54.088580,16.4
12.130513,54.088199,16.0
12.129701,54.088227,16.0
12.131659,54.088323,16.1
12.131420,54.088340,15.9
12.131233,54.088345,15.7
12.131062,54.088338,15.7
12.130935,54.088261,15.9
12.130767,54.088341,15.8
12.130578,54.088295,16.3
12.130476,54.088341,16.5
12.130328,54.088340,16.6
12.130172,54.088339,16.3
12.130027,54.088344,16.0
12.128654,54.089161,13.7
12.132236,54.091513,2.8
12.135203,54.090003,12.4
12.135017,54.090001,12.4
12.129185,54.088448,15.4
12.130662,54.085238,16.1
12.130461,54.085158,16.1
12.130170,54.085237,15.9
12.127467,54.084028,10.8
12.127852,54.084836,12.9
12.130164,54.085762,15.6
12.127729,54.084001,11.7
12.129855,54.085751,15.7
12.127765,54.084301,12.3
12.129650,54.085859,15.7
12.130035,54.085501,15.7
12.129450,54.085786,15.6
12.129336,54.085903,15.6
12.129719,54.085761,15.6
12.128862,54.085856,15.1
12.128998,54.085874,15.3
12.129165,54.085883,15.4
12.130979,54.085579,15.6
12.131299,54.084679,16.2
12.131158,54.084752,16.3
12.130811,54.085614,15.6
12.130912,54.084506,16.0
12.130702,54.085670,15.6
12.130982,54.084510,16.0
12.130532,54.085713,15.6
12.130382,54.085723,15.6
12.130264,54.085742,15.6
12.131150,54.084410,16.0
12.131166,54.084269,15.9
12.131996,54.084162,16.2
12.131845,54.084200,16.2
12.131496,54.084229,15.9
12.131641,54.083949,16.1
12.131246,54.083967,16.1
12.129638,54.084808,15.6
12.129583,54.084838,15.6
12.129556,54.084873,15.4
12.129477,54.084902,15.2
12.130860,54.083804,16.0
12.130592,54.083880,15.9
12.130608,54.083973,15.9
12.130101,54.083874,15.4
12.130260,54.083942,15.6
12.130040,54.083948,15.4
12.130307,54.084096,15.6
12.128323,54.083889,12.5
12.128435,54.083848,12.4
12.128876,54.084063,13.9
12.129096,54.083899,14.1
12.129170,54.083851,14.2
12.129551,54.084236,15.1
12.129355,54.083854,14.6
12.129447,54.084035,14.6
12.129781,54.083867,15.0
12.129896,54.084219,15.4
12.129858,54.084128,15.3
12.129826,54.084065,15.0
12.129821,54.083968,14.9
12.129317,54.085641,15.3
12.130659,54.084578,15.9
12.130611,54.084550,15.8
12.130683,54.084520,15.8
12.130604,54.084433,15.7
12.130421,54.084568,15.8
12.130242,54.084699,15.9
12.130150,54.084777,16.0
12.130043,54.084862,16.1
12.129952,54.084954,16.0
12.129738,54.085092,15.6
12.129345,54.085402,15.0
12.129575,54.085267,15.3
12.129209,54.085563,15.1
12.129294,54.085476,15.0
12.128892,54.085750,15.0
12.128959,54.085695,15.0
12.129073,54.085666,15.1
12.129151,54.085633,15.1
12.128537,54.085331,14.3
12.129142,54.085138,14.3
12.128924,54.085249,14.3
12.128787,54.085401,14.5
12.128724,54.085419,14.5
12.128693,54.085466,14.5
12.128631,54.085522,14.6
12.128574,54.085527,14.6
12.128418,54.085785,14.7
12.128506,54.085737,14.8
12.128593,54.085691,14.7
12.128619,54.085615,14.7
12.128857,54.085472,14.6
12.128773,54.085541,14.7
12.129441,54.085341,15.1
12.129265,54.085159,14.6
12.129060,54.085293,14.5
12.128971,54.085352,14.5
12.129649,54.084626,15.5
12.129947,54.084587,15.8
12.129856,54.084660,15.9
12.129695,54.084756,15.7
12.129290,54.084168,14.6
12.129302,54.084800,14.9
12.128428,54.084264,13.5
12.128219,54.084319,13.0
12.128237,54.084170,13.0
12.128201,54.084094,12.9
12.128212,54.084243,13.1
12.128211,54.084018,12.6
12.128174,54.083935,12.4
12.128432,54.085589,14.6
12.128406,54.085645,14.6
12.128392,54.084911,13.9
12.128284,54.085680,14.3
12.128312,54.085598,14.4
12.128336,54.085495,14.3
12.128359,54.085404,14.1
12.128331,54.085334,14.1
12.128287,54.085266,14.0
12.128298,54.085196,14.2
12.128265,54.084777,13.4
12.128291,54.084899,13.8
12.128310,54.085002,13.8
12.128539,54.084919,14.0
12.128412,54.085018,14.0
12.128762,54.084980,14.1
12.128915,54.084971,14.1
12.129038,54.084963,14.2
12.129143,54.084956,14.3
12.129286,54.084936,14.7
12.129011,54.085155,14.2
12.128874,54.085173,14.2
12.128757,54.085181,14.2
12.128624,54.085207,14.2
12.128490,54.085200,14.2
12.127581,54.084725,12.0
12.127526,54.084484,11.7
12.131045,54.084037,16.1
12.130870,54.084057,16.0
12.130753,54.084075,16.0
12.130621,54.084103,15.9
12.130457,54.084113,15.8
12.128274,54.084670,13.3
12.128434,54.084660,13.7
12.128534,54.084641,13.8
12.129434,54.084506,15.2
12.129270,54.084533,15.0
12.129105,54.084558,14.5
12.128670,54.084624,14.0
12.128816,54.084601,14.1
12.128962,54.084579,14.3
12.129642,54.084474,15.3
12.129797,54.084444,15.5
12.129946,54.084440,15.8
12.130060,54.084416,15.8
12.130211,54.084398,15.7
12.128238,54.084434,13.2
12.128388,54.084417,13.5
12.128489,54.084406,13.7
12.128599,54.084389,13.8
12.128706,54.084359,13.9
12.128806,54.084364,14.0
12.128912,54.084345,14.2
12.129037,54.084330,14.4
12.129172,54.084300,14.6
12.129384,54.084285,14.9
12.130225,54.084173,15.6
12.130080,54.084197,15.6
12.128199,54.083848,12.2
12.126872,54.084788,9.9
12.124449,54.085127,10.0
12.125791,54.083834,11.3
12.126468,54.083802,10.7
12.125646,54.084066,11.0
12.123958,54.085057,11.4
12.124015,54.084975,11.3
12.124069,54.084880,11.1
12.124135,54.084787,11.0
12.124191,54.084704,10.9
12.124682,54.083852,11.9
12.124629,54.083981,11.8
12.124558,54.084099,11.6
12.124479,54.084218,11.5
12.124226,54.083973,12.0
12.124150,54.084096,11.5
12.124074,54.084219,11.5
12.123984,54.084336,11.5
12.123911,54.084456,11.5
12.124261,54.084610,10.6
12.124434,54.084642,10.3
12.124381,54.084362,10.9
12.124545,54.084431,10.5
12.124716,54.084451,10.2
12.125448,54.084677,9.6
12.125102,54.083920,11.8
12.125062,54.084013,11.5
12.125020,54.084102,11.2
12.124979,54.084196,10.6
12.124939,54.084284,10.1
12.124901,54.084371,10.3
12.124865,54.084469,9.9
12.124765,54.084687,9.4
12.124728,54.084772,9.5
12.124691,54.084853,9.6
12.124655,54.084934,9.7
12.124617,54.085017,9.7
12.124575,54.085109,9.7
12.125308,54.085190,8.9
12.133689,54.084522,16.8
12.133646,54.084836,16.6
12.134214,54.084904,16.5
12.133875,54.084083,17.0
12.135264,54.084109,17.5
12.135088,54.084081,17.7
12.134714,54.084379,16.8
12.140789,54.084962,16.3
12.134507,54.084068,17.1
12.139251,54.084121,17.4
12.139141,54.084239,17.5
12.137790,54.083879,17.5
12.137950,54.084063,17.7
12.137635,54.084490,17.2
12.135962,54.085637,16.3
12.135883,54.085849,16.0
12.135561,54.084269,16.9
12.133852,54.084193,16.9
12.133863,54.084292,16.6
12.132629,54.084152,16.4
12.137809,54.085685,16.3
12.131421,54.085082,16.5
12.131205,54.084899,16.4
12.132019,54.084775,16.5
12.129714,54.086199,15.7
12.130261,54.086287,16.2
12.130275,54.086059,15.9
12.131584,54.085427,15.8
12.133526,54.091594,3.6
12.133317,54.091592,3.3
12.133843,54.091383,5.0
12.133674,54.091140,6.1
12.133882,54.091187,6.2
12.134280,54.091610,4.2
12.134332,54.091481,5.0
12.134369,54.091360,5.4
12.134479,54.091238,6.2
12.134713,54.091708,3.8
12.134505,54.091684,3.9
12.134924,54.091708,3.9
12.135056,54.091016,7.8
12.134474,54.090966,7.3
12.134792,54.090980,7.8
12.135226,54.090822,8.9
12.135260,54.090678,9.8
12.135759,54.091139,7.2
12.135989,54.091188,6.6
12.135796,54.091038,7.7
12.135839,54.090960,8.2
12.135832,54.090874,8.5
12.135888,54.090803,8.9
12.135914,54.090706,9.6
12.136687,54.091280,6.5
12.136487,54.091254,6.5
12.136280,54.091195,6.8
12.137348,54.090481,10.4
12.136890,54.091293,6.4
12.136757,54.090724,9.0
12.136916,54.090800,8.6
12.136926,54.091006,7.7
12.136914,54.090884,8.3
12.136927,54.091163,7.2
12.138328,54.090633,11.4
12.138373,54.090478,11.9
12.138946,54.090235,12.0
12.138391,54.090344,12.5
12.137852,54.091469,6.7
12.137781,54.091925,4.0
12.138012,54.091936,4.2
12.138069,54.092070,3.5
12.137942,54.092107,2.9
12.137763,54.092109,2.9
12.139421,54.092205,1.7
12.139036,54.092259,1.7
12.138917,54.091716,4.9
12.138664,54.091356,7.0
12.138589,54.091722,5.0
12.139259,54.090881,8.4
12.139746,54.091015,7.4
12.139808,54.090555,9.4
12.140317,54.091192,6.5
12.140696,54.090777,7.3
12.140716,54.090206,9.1
12.140511,54.090314,9.1
12.139881,54.090105,12.1
12.140558,54.090438,8.7
12.140408,54.091931,2.8
12.141119,54.091795,3.1
12.140099,54.091688,4.3
12.140043,54.091467,5.5
12.139657,54.091465,5.1
12.142024,54.091246,4.3
12.141538,54.091271,5.0
12.141309,54.091276,4.9
12.141146,54.090738,6.4
12.141995,54.090619,4.5
12.141634,54.089706,10.0
12.141181,54.091983,2.2
12.141571,54.091818,2.9
12.141408,54.091712,3.5
12.141549,54.091710,3.4
12.141646,54.091705,3.4
12.141842,54.091483,3.9
12.141696,54.091701,3.3
12.142049,54.092001,2.0
12.142462,54.091999,2.0
12.142577,54.091867,2.3
12.142681,54.091581,2.8
12.142379,54.091691,2.7
12.144277,54.089668,4.5
12.144253,54.089552,4.2
12.146243,54.089302,10.1
12.146022,54.089289,8.8
12.146943,54.089341,11.3
12.145897,54.090166,7.5
12.146084,54.090033,8.9
12.146399,54.090043,10.5
12.146440,54.090212,10.5
12.146167,54.090169,9.1
12.146591,54.090769,9.6
12.146076,54.091007,8.8
12.145661,54.091057,6.7
12.145835,54.091728,3.3
12.145700,54.091722,2.9
12.145685,54.091582,4.4
12.145956,54.091558,4.3
12.145834,54.091592,4.2
12.146291,54.091984,2.1
12.144922,54.091033,5.9
12.145376,54.091303,5.8
12.145176,54.091254,5.5
12.131255,54.090397,8.8
12.134473,54.090826,8.3
12.133918,54.090889,7.7
12.131568,54.091024,5.0
12.130880,54.090972,5.7
12.131778,54.090682,7.3
12.147990,54.083879,2.6
12.147612,54.083897,2.9
12.147342,54.084134,2.8
12.146886,54.084000,3.6
12.146720,54.084052,3.9
12.146650,54.084060,4.0
12.131164,54.091138,4.8
12.146737,54.083966,3.6
12.132328,54.090836,6.8
12.132225,54.090522,9.3
12.151697,54.084076,1.3
12.151721,54.084122,1.3
12.132417,54.090480,9.7
12.151111,54.084424,1.4
12.151575,54.084179,1.1
12.151925,54.083858,1.8
12.146626,54.083917,3.9
12.133565,54.090871,7.7
12.133983,54.090700,9.3
12.133772,54.091569,4.1
12.133101,54.091545,3.2
12.146906,54.083832,3.4
12.146390,54.083780,3.9
12.147412,54.084383,3.0
12.133252,54.090770,7.7
12.148959,54.083908,2.1
12.132705,54.090646,8.3
12.132628,54.090250,11.5
12.130730,54.090329,10.8
12.149782,54.083792,1.5
12.149692,54.083875,1.5
12.149653,54.083963,1.5
12.149612,54.084052,1.4
12.149624,54.084157,1.5
12.150275,54.084160,0.7
12.149891,54.084155,1.3
12.149802,54.084218,1.4
12.149835,54.084182,1.3
12.149970,54.084103,1.2
12.150156,54.083960,0.9
12.149796,54.084486,1.6
12.150014,54.083897,0.9
12.150378,54.084031,0.7
12.149843,54.084600,1.6
12.150097,54.084211,1.0
12.149351,54.084719,2.0
12.149362,54.084774,2.0
12.149540,54.084663,1.7
12.149507,54.083971,1.6
12.148696,54.083844,2.2
12.148634,54.085163,2.1
12.147632,54.084814,3.4
12.148079,54.084954,2.7
12.147862,54.084874,2.9
12.147601,54.084567,3.5
12.147434,54.084521,3.2
12.147294,54.084463,3.4
12.147124,54.084438,3.8
12.146823,54.084373,4.2
12.147438,54.084764,3.9
12.147244,54.084713,4.0
12.147051,54.084664,4.3
12.146881,54.084625,4.2
12.146741,54.084588,4.2
12.146579,54.084541,4.2
12.131482,54.091151,4.4
12.147587,54.084985,3.2
12.147363,54.085002,3.5
12.146763,54.084819,4.1
12.146160,54.085044,4.5
12.147659,54.084982,3.1
12.146366,54.085515,3.6
12.147737,54.085680,2.5
12.146130,54.086239,5.5
12.145963,54.085648,4.6
12.146000,54.085524,4.3
12.146068,54.085398,4.2
12.146679,54.085299,3.4
12.146230,54.084840,4.4
12.146282,54.084708,4.1
12.146326,54.084583,3.9
12.146388,54.084482,4.0
12.144880,54.083751,3.6
12.144703,54.083913,3.8
12.144659,54.084510,4.2
12.144749,54.084679,4.2
12.145341,54.086836,7.4
12.145263,54.086695,7.4
12.145591,54.086835,6.7
12.145799,54.086849,6.3
12.145828,54.086772,6.2
12.145433,54.086742,7.2
12.144703,54.085263,4.0
12.145045,54.086724,7.1
12.144942,54.086895,6.7
12.129915,54.085732,15.7
12.137980,54.088776,13.9
12.144477,54.091596,3.8
12.147301,54.087927,8.6
12.147223,54.087612,8.1
12.146861,54.088168,9.7
12.146801,54.088128,9.8
12.146432,54.088234,10.2
12.143266,54.089399,3.2
12.142873,54.089631,4.3
12.143134,54.089113,4.1
12.142735,54.089669,5.0
12.142353,54.089589,7.1
12.142589,54.089190,6.5
12.142481,54.089326,6.8
12.142914,54.089061,5.5
12.142372,54.089461,7.2
12.146454,54.088300,10.1
12.143966,54.088961,2.5
12.142445,54.088672,9.8
12.142472,54.088770,9.0
12.143253,54.088401,6.3
12.143197,54.088500,6.0
12.143062,54.088478,6.9
12.143115,54.088371,7.0
12.142602,54.088680,9.3
12.142580,54.088736,9.2
12.143590,54.087798,6.6
12.142122,54.087977,13.9
12.145484,54.088667,6.5
12.142952,54.087760,9.7
12.142780,54.087907,10.5
12.142177,54.087277,14.1
12.141502,54.087094,15.7
12.141447,54.087999,15.0
12.145558,54.088812,6.3
12.140974,54.087958,15.8
12.141168,54.087399,16.4
12.146132,54.088819,9.3
12.140180,54.086759,16.2
12.140853,54.086623,16.1
12.138780,54.088378,15.7
12.138778,54.088438,15.7
12.138188,54.088094,14.6
12.137780,54.087996,13.7
12.137096,54.087855,14.2
12.137600,54.087976,13.6
12.137213,54.087751,14.1
12.136549,54.087891,15.0
12.136487,54.087987,14.9
12.136510,54.087146,15.2
12.136104,54.087064,15.8
12.135502,54.086913,17.0
12.133264,54.087317,17.0
12.137487,54.089463,12.3
12.137586,54.089596,12.5
12.135750,54.089419,13.7
12.135772,54.089191,14.3
12.135789,54.089010,14.7
12.135583,54.088994,14.2
12.132219,54.087775,16.6
12.132772,54.087603,17.1
12.139041,54.089022,14.7
12.130831,54.089087,13.3
12.138770,54.089495,13.1
12.130793,54.089424,12.9
12.133673,54.089159,14.6
12.133797,54.088573,16.5
12.135243,54.089348,14.3
12.137138,54.088154,14.3
12.136946,54.087980,14.4
12.130982,54.088745,14.4
12.132142,54.088139,17.0
12.137234,54.088276,14.4
12.134451,54.088710,15.1
12.134355,54.088905,15.0
12.134950,54.088863,14.5
12.132350,54.087727,17.3
12.132765,54.087314,17.8
12.133982,54.087533,15.6
12.133789,54.087447,15.7
12.133025,54.087147,18.1
12.135121,54.088751,15.1
12.139392,54.088932,14.9
12.147274,54.089175,9.8
12.137587,54.088315,14.2
12.139347,54.088860,15.1
12.136910,54.088103,14.4
12.132413,54.088304,16.8
12.135639,54.088622,16.1
12.133904,54.088720,15.9
12.136955,54.088126,14.3
12.133537,54.088795,15.5
12.134984,54.089623,13.1
12.134261,54.088563,15.7
12.131357,54.088914,14.3
12.135250,54.089088,14.7
12.133954,54.089247,14.3
12.147298,54.088748,8.6
12.147297,54.088799,8.7
12.139079,54.088864,14.9
12.131882,54.089450,12.9
12.131188,54.089605,12.7
12.131517,54.089607,12.8
12.132339,54.089628,12.9
12.139239,54.088869,15.0
12.139165,54.088869,14.9
12.135338,54.089684,12.9
12.139305,54.088950,14.8
12.136334,54.089649,12.7
12.139401,54.089050,14.5
12.139224,54.089034,14.5
12.135209,54.088611,15.6
12.134815,54.089437,13.6
12.132742,54.086988,19.1
12.133322,54.087257,17.2
12.134144,54.087607,15.7
12.133888,54.089628,12.9
12.137377,54.088334,14.3
12.136340,54.088212,15.1
12.139475,54.088866,15.1
12.139052,54.074062,15.8
12.138554,54.073966,15.4
12.142795,54.081758,12.3
12.126786,54.081835,11.8
12.135730,54.076738,17.6
12.128468,54.081769,12.2
12.132389,54.078086,16.8
12.132375,54.078176,16.8
12.132297,54.078140,16.8
12.134037,54.077108,16.8
12.133873,54.077213,16.8
12.134313,54.077298,17.1
12.134182,54.077181,17.0
12.134292,54.077142,17.1
12.134404,54.077222,17.1
12.133955,54.077327,16.9
12.135121,54.076786,17.6
12.135284,54.076675,17.4
12.135215,54.076577,17.2
12.134993,54.076656,17.2
12.143571,54.078709,13.1
12.143878,54.078511,11.2
12.144799,54.078599,10.5
12.144882,54.078660,9.6
12.145370,54.078267,7.1
12.144583,54.078441,10.6
12.144557,54.078153,11.0
12.142238,54.083683,12.6
12.144880,54.078200,10.3
12.144155,54.077787,11.6
12.143895,54.077809,11.8
12.145172,54.077862,8.4
12.145780,54.077764,6.0
12.145255,54.077601,9.0
12.145018,54.076466,13.1
12.144318,54.076093,14.0
12.143794,54.076112,14.5
12.144703,54.075732,13.7
12.144647,54.075523,13.6
12.144008,54.075154,14.1
12.144030,54.075495,14.5
12.142904,54.077377,15.9
12.144050,54.077119,12.9
12.142834,54.077017,15.8
12.142576,54.076513,15.9
12.143184,54.076374,15.4
12.142987,54.076395,15.5
12.142686,54.076382,15.7
12.142456,54.076381,15.8
12.143778,54.082179,7.0
12.143289,54.082344,8.0
12.143500,54.082234,7.7
12.143268,54.082667,7.2
12.143069,54.083030,7.8
12.142126,54.083365,12.7
12.142296,54.083368,11.7
12.142951,54.083238,8.6
12.142838,54.083183,9.0
12.142712,54.083269,9.9
12.142715,54.083043,9.5
12.142785,54.082841,9.3
12.142869,54.082600,9.4
12.125466,54.082255,12.9
12.125836,54.082601,12.0
12.125702,54.082392,12.2
12.126070,54.082506,11.2
12.125922,54.082638,11.8
12.125661,54.082654,12.0
12.125794,54.082621,11.8
12.125759,54.082758,11.8
12.125759,54.082913,10.4
12.125642,54.082916,11.0
12.125616,54.083009,12.2
12.126711,54.083007,9.7
12.126712,54.082953,10.0
12.126501,54.083118,10.4
12.126304,54.083181,11.2
12.126200,54.083234,11.3
12.126787,54.083037,10.6
12.126693,54.083074,10.1
12.126392,54.083227,11.1
12.128221,54.082076,11.6
12.128186,54.082159,11.5
12.128115,54.082230,11.1
12.128157,54.082324,11.2
12.128023,54.082408,11.2
12.128353,54.082368,12.0
12.128420,54.082437,11.7
12.128162,54.082517,11.2
12.128194,54.082544,11.5
12.128335,54.082685,11.9
12.128177,54.082770,12.1
12.128678,54.082671,13.3
12.128874,54.082634,13.3
12.132378,54.082894,15.8
12.129307,54.083570,14.4
12.128806,54.083584,12.9
12.129140,54.083634,14.0
12.130761,54.083728,15.8
12.130716,54.083586,15.4
12.130654,54.083395,15.1
12.130599,54.083216,15.4
12.130482,54.083222,15.4
12.130367,54.083311,15.2
12.130309,54.083242,15.1
12.130116,54.083264,15.0
12.129898,54.083289,14.6
12.129985,54.083366,14.9
12.130073,54.083446,15.0
12.129933,54.083546,14.9
12.130129,54.083584,15.2
12.130200,54.083750,15.5
12.129654,54.083588,14.9
12.129877,54.083066,14.7
12.129920,54.083016,14.7
12.130281,54.083013,15.0
