x,y,z
12.108778,54.088075,12.8
12.108869,54.087990,12.7
12.109426,54.087920,12.5
12.109361,54.087842,12.5
12.109201,54.087595,12.6
12.108837,54.087609,12.9
12.110639,54.088471,10.9
12.110690,54.088607,10.4
12.110448,54.088494,11.0
12.110515,54.088535,10.8
12.110554,54.088651,10.5
12.110931,54.088853,10.0
12.111093,54.088803,9.9
12.111275,54.088776,10.0
12.111267,54.088904,10.3
12.111407,54.088911,10.4
12.111388,54.089086,10.5
12.111491,54.089006,10.3
12.111365,54.089140,10.4
12.111408,54.089187,10.3
12.111514,54.089175,10.3
12.111577,54.089101,10.4
12.111709,54.089227,10.1
12.111553,54.089315,10.0
12.111279,54.089281,10.4
12.111392,54.089365,9.9
12.111199,54.089387,10.0
12.110783,54.088929,10.1
12.110914,54.089063,10.0
12.111001,54.089159,10.1
12.111315,54.089202,10.3
12.111088,54.089254,10.2
12.110831,54.089394,10.4
12.110747,54.089299,10.1
12.110662,54.089203,10.2
12.110575,54.089108,10.1
12.110556,54.089039,10.1
12.110457,54.089003,10.2
12.110392,54.089099,10.2
12.110272,54.089059,10.3
12.110102,54.089113,10.3
12.109921,54.089170,10.5
12.109992,54.089290,10.4
12.110077,54.089385,10.3
12.110454,54.089416,10.3
12.110163,54.089480,10.2
12.110382,54.089509,10.4
12.110248,54.089576,10.0
12.110912,54.089502,10.0
12.110379,54.089679,9.8
12.110557,54.089619,9.8
12.110720,54.089569,9.9
12.111367,54.089989,8.9
12.111006,54.089980,9.0
12.111152,54.089982,9.0
12.111282,54.089893,9.0
12.111197,54.089798,9.2
12.111072,54.089685,9.6
12.110875,54.089741,9.5
12.110713,54.089792,9.5
12.110514,54.089873,9.5
12.110603,54.089983,9.3
12.110954,54.089996,9.0
12.110861,54.089977,9.1
12.110689,54.090078,9.0
12.110775,54.090173,8.7
12.110800,54.090241,8.5
12.110919,54.090286,8.4
12.110974,54.090076,8.9
12.111116,54.090231,8.5
12.111278,54.090181,8.5
12.111450,54.090120,8.6
12.111607,54.089632,9.3
12.111664,54.089898,8.8
12.111577,54.089801,9.1
12.111491,54.089706,9.2
12.111416,54.089586,9.5
12.111623,54.089508,9.5
12.111820,54.090010,8.5
12.111997,54.089941,8.6
12.111854,54.089446,9.4
12.111984,54.089552,9.0
12.112070,54.089648,8.9
12.112166,54.089756,8.9
12.112216,54.089878,8.6
12.112499,54.090128,7.8
12.112286,54.090185,8.1
12.112302,54.090319,8.1
12.112187,54.090354,8.2
12.112150,54.090228,8.2
12.112162,54.090359,8.2
12.112012,54.090271,8.3
12.112024,54.090404,8.2
12.111892,54.090408,7.7
12.111873,54.090314,8.3
12.111807,54.090488,8.2
12.111733,54.090357,8.3
12.111747,54.090517,8.1
12.111711,54.090482,8.2
12.111592,54.090401,8.2
12.111632,54.090565,8.0
12.111451,54.090445,8.1
12.111312,54.090489,8.1
12.111188,54.090585,8.0
12.112162,54.090978,7.9
12.112253,54.090503,8.3
12.112059,54.090544,8.2
12.112166,54.090434,8.2
12.112434,54.090351,8.1
12.112527,54.090321,7.9
12.112716,54.090370,7.9
12.112663,54.090309,7.8
12.112379,54.090289,8.0
12.112571,54.090223,7.9
12.112675,54.090525,8.1
12.112782,54.090441,7.8
12.112564,54.090545,8.3
12.112389,54.090610,8.4
12.112144,54.090639,8.3
12.112707,54.090562,8.2
12.112885,54.090555,7.9
12.112869,54.090747,7.9
12.112730,54.090737,8.3
12.112809,54.090667,8.0
12.112974,54.090664,7.7
12.112816,54.090845,8.1
12.112856,54.090779,8.1
12.113076,54.090767,7.5
12.112634,54.091041,8.2
12.112820,54.091027,8.0
12.113021,54.090978,7.6
12.113187,54.090899,7.1
12.113017,54.091055,7.4
12.113072,54.091017,7.5
12.113277,54.090998,7.0
12.113163,54.091155,7.0
12.113366,54.091097,6.8
12.111398,54.090647,7.9
12.111448,54.090691,7.8
12.111288,54.090721,7.8
12.111529,54.090776,7.7
12.111363,54.090804,7.6
12.111437,54.090886,7.5
12.111726,54.090865,7.7
12.111835,54.090951,7.7
12.111535,54.090995,7.4
12.111857,54.090993,7.6
12.111655,54.091127,7.2
12.112035,54.091176,7.1
12.111805,54.091260,6.9
12.112816,54.091182,7.5
12.112294,54.091141,7.5
12.112230,54.091359,6.7
12.112941,54.091244,7.1
12.120223,54.089673,12.8
12.111841,54.091340,6.7
12.111900,54.091405,6.4
12.112233,54.091420,6.5
12.111988,54.091500,6.1
12.112060,54.091580,5.9
12.112212,54.091593,5.9
12.112271,54.091648,5.8
12.112131,54.091659,5.7
12.113279,54.091365,6.4
12.113115,54.091229,6.9
12.113121,54.091195,7.0
12.113455,54.091196,6.7
12.112196,54.091722,5.6
12.112255,54.091800,5.5
12.112401,54.091640,5.8
12.112444,54.091651,5.8
12.112301,54.091689,5.7
12.112434,54.091736,5.6
12.112618,54.091664,5.7
12.112616,54.091469,6.3
12.112784,54.091609,5.8
12.112877,54.091474,6.2
12.112994,54.091569,5.8
12.113017,54.091335,6.6
12.113008,54.091433,6.3
12.113045,54.091466,6.1
12.113137,54.091525,5.9
12.113338,54.091451,5.9
12.113356,54.091339,6.4
12.113388,54.091372,6.2
12.113481,54.091413,6.0
12.113518,54.091258,6.5
12.113610,54.091363,6.1
12.114368,54.091085,6.7
12.114668,54.091041,7.3
12.114109,54.091157,6.5
12.114471,54.090757,7.3
12.114290,54.090780,6.4
12.114070,54.091010,6.5
12.113911,54.091065,6.6
12.113841,54.091005,6.5
12.113789,54.090946,6.5
12.113939,54.090648,6.9
12.114026,54.090698,6.8
12.113890,54.090858,6.5
12.113707,54.090875,6.5
12.113893,54.090729,6.7
12.113755,54.090781,6.6
12.113629,54.090788,6.6
12.113923,54.090536,7.1
12.113743,54.090585,7.0
12.113530,54.090679,6.8
12.113795,54.090516,7.1
12.113456,54.090596,7.0
12.113394,54.090510,7.2
12.113624,54.090339,7.3
12.113527,54.090333,7.4
12.113444,54.090364,7.4
12.113312,54.090418,7.4
12.113506,54.090296,7.5
12.113238,54.090336,7.4
12.113622,54.090109,7.7
12.113536,54.090128,7.5
12.113407,54.090168,7.4
12.113157,54.090245,7.5
12.113095,54.090175,7.6
12.113199,54.090131,7.6
12.113292,54.090102,7.6
12.113427,54.090121,7.6
12.113571,54.090040,7.8
12.113518,54.090056,7.7
12.113032,54.090105,7.7
12.112928,54.089990,7.7
12.113077,54.089942,7.8
12.113258,54.090011,7.7
12.113215,54.089900,7.9
12.113409,54.089986,7.8
12.113351,54.089857,8.0
12.113597,54.089951,7.8
12.113491,54.089813,8.0
12.113743,54.089841,8.0
12.113778,54.089883,7.3
12.113684,54.089884,7.7
12.113629,54.089770,8.1
12.113749,54.089721,8.1
12.113914,54.089673,8.1
12.113977,54.089744,8.1
12.114031,54.089803,8.1
12.113876,54.089926,8.0
12.113931,54.089886,8.1
12.114099,54.089872,8.2
12.113979,54.090045,8.0
12.114012,54.089965,8.1
12.114172,54.089952,8.3
12.114031,54.090062,8.1
12.114086,54.090124,8.1
12.114238,54.090036,8.3
12.114073,54.090164,7.9
12.114317,54.090116,8.3
12.113885,54.090380,7.5
12.114010,54.090342,7.6
12.114386,54.090193,8.3
12.113918,54.090412,7.4
12.114056,54.090361,7.6
12.114283,54.090343,8.0
12.114456,54.090270,8.3
12.114238,54.090413,7.7
12.114372,54.090429,7.9
12.114527,54.090349,8.2
12.114333,54.090546,7.4
12.114608,54.090427,8.1
12.114213,54.090623,7.0
12.114298,54.090666,7.1
12.114522,54.090597,7.7
12.114680,54.090508,8.1
12.114753,54.090615,8.0
12.114860,54.090734,8.1
12.114800,54.090861,8.0
12.114959,54.090904,8.2
12.115111,54.090418,8.5
12.115162,54.090197,7.7
12.115034,54.090295,8.8
12.115157,54.090155,7.8
12.115029,54.090123,9.2
12.114942,54.090192,8.9
12.115030,54.090092,9.1
12.114864,54.090107,8.9
12.114944,54.090015,9.1
12.114965,54.089931,8.2
12.114791,54.090025,8.8
12.114904,54.089923,9.0
12.114720,54.089945,8.8
12.114510,54.089704,8.6
12.114516,54.089569,8.6
12.114438,54.089624,8.5
12.114421,54.089517,8.5
12.114780,54.089539,8.6
12.114656,54.089447,8.8
12.114852,54.089527,8.8
12.114799,54.089405,8.9
12.114999,54.089533,9.0
12.114951,54.089454,8.9
12.114944,54.089360,8.8
12.115086,54.089316,8.8
12.115326,54.089380,9.1
12.115225,54.089272,8.8
12.115391,54.089349,9.1
12.115373,54.089215,8.8
12.115411,54.089432,9.3
12.115656,54.089309,8.5
12.115492,54.089181,8.9
12.115623,54.089142,9.0
12.115794,54.089091,9.2
12.115934,54.089047,9.2
12.116102,54.089013,9.2
12.116339,54.089075,9.5
12.116424,54.089214,10.0
12.116200,54.089320,10.0
12.115984,54.089407,10.0
12.115781,54.089512,9.2
12.115687,54.089659,9.3
12.115261,54.089754,9.0
12.115499,54.089746,9.4
12.115619,54.089798,9.2
12.115544,54.089948,9.0
12.115501,54.090033,8.6
12.115516,54.090124,9.2
12.115447,54.090263,9.2
12.115378,54.090400,9.5
12.115268,54.090550,8.9
12.115765,54.090479,9.6
12.115603,54.090713,9.3
12.116182,54.090293,10.7
12.115910,54.090264,10.0
12.115982,54.090124,10.1
12.116264,54.090079,10.6
12.116052,54.089986,9.9
12.116576,54.090039,11.2
12.116842,54.089625,10.8
12.116788,54.089566,10.7
12.116121,54.089848,10.1
12.116191,54.089710,10.2
12.116295,54.089587,10.5
12.116485,54.089510,10.5
12.116655,54.089461,10.5
12.116653,54.089749,10.9
12.116916,54.089677,10.9
12.116911,54.089824,11.2
12.116863,54.089763,11.0
12.116984,54.089758,11.2
12.117040,54.089845,11.5
12.117032,54.089915,11.7
12.117034,54.089982,11.8
12.117135,54.089927,11.9
12.117210,54.090002,12.3
12.117286,54.090074,12.6
12.117292,54.090223,12.9
12.117369,54.090175,13.0
12.117132,54.090133,12.4
12.117182,54.090261,12.8
12.116865,54.090264,12.2
12.117001,54.090317,12.6
12.116836,54.090288,12.1
12.116821,54.090373,12.3
12.116643,54.090428,11.9
12.116467,54.090483,11.4
12.116227,54.090379,10.8
12.116113,54.090423,10.6
12.116292,54.090538,10.9
12.116041,54.090544,10.4
12.116134,54.090587,10.6
12.115689,54.090731,9.5
12.115835,54.090682,9.9
12.115995,54.090630,10.3
12.116064,54.091218,8.4
12.115823,54.091139,8.8
12.115744,54.091061,9.1
12.115698,54.091165,8.5
12.115643,54.091091,8.9
12.115869,54.091022,9.3
12.115969,54.090990,9.6
12.115893,54.091104,9.0
12.116169,54.090925,10.1
12.116075,54.090972,9.8
12.116335,54.091029,9.8
12.116333,54.091105,9.2
12.116370,54.091146,9.0
12.116275,54.091176,8.8
12.116376,54.091017,10.0
12.116508,54.091103,9.2
12.116496,54.090930,10.7
12.116308,54.090896,10.5
12.116407,54.090847,10.5
12.116641,54.090873,11.1
12.116523,54.090828,10.6
12.116679,54.091022,9.7
12.116832,54.090973,9.6
12.116776,54.091113,8.5
12.116915,54.091064,8.6
12.117000,54.091159,7.9
12.117066,54.091243,7.2
12.117134,54.091318,6.5
12.117022,54.091421,6.2
12.117197,54.091389,6.0
12.117291,54.091473,5.3
12.115808,54.091228,8.1
12.115984,54.091362,7.8
12.115892,54.091318,7.8
12.116561,54.091034,9.9
12.116472,54.091062,9.7
12.116710,54.091107,8.5
12.116574,54.091244,7.9
12.116179,54.091292,8.0
12.116298,54.091312,8.1
12.116199,54.091388,7.7
12.115995,54.091426,7.3
12.116411,54.091353,7.3
12.116419,54.091414,7.0
12.116221,54.091417,7.4
12.116063,54.091497,6.8
12.116436,54.091444,6.8
12.116287,54.091541,6.6
12.116128,54.091567,6.6
12.116399,54.091521,6.5
12.116313,54.091570,6.4
12.116201,54.091641,6.1
12.116377,54.091646,5.8
12.116273,54.091717,5.7
12.117338,54.091547,4.9
12.117419,54.091634,4.4
12.117137,54.091514,5.3
12.116985,54.091527,5.5
12.117056,54.091588,5.0
12.117222,54.091687,4.4
12.116965,54.091580,5.2
12.116858,54.091645,5.1
12.117069,54.091733,4.2
12.116823,54.091669,4.9
12.116670,54.091667,5.2
12.116730,54.091738,4.7
12.116845,54.091789,4.3
12.116666,54.091725,5.0
12.116506,54.091761,5.1
12.116670,54.091835,4.4
12.116399,54.091753,5.5
12.116461,54.091883,4.7
12.116670,54.092404,2.7
12.116580,54.092243,3.1
12.116765,54.092320,2.7
12.116712,54.092195,3.0
12.116973,54.092262,2.6
12.116844,54.092160,3.0
12.117098,54.092212,2.7
12.116975,54.092125,3.0
12.117149,54.092216,2.7
12.117107,54.092090,3.1
12.117237,54.092050,3.2
12.117505,54.092140,3.3
12.117373,54.092015,3.3
12.117523,54.092474,2.1
12.117423,54.092338,2.4
12.117757,54.092336,2.9
12.117578,54.092161,3.3
12.117520,54.092065,3.5
12.117521,54.091984,3.5
12.117722,54.091921,3.8
12.117934,54.091895,4.1
12.118046,54.092088,3.9
12.118158,54.092247,3.5
12.117598,54.092555,2.1
12.118208,54.092401,3.1
12.116967,54.092766,2.2
12.117170,54.092998,2.2
12.117408,54.093043,1.8
12.117561,54.093031,2.1
12.117020,54.093087,2.3
12.116981,54.092963,2.3
12.116843,54.092879,2.4
12.116670,54.092716,2.6
12.116605,54.092481,2.9
12.116744,54.093261,2.3
12.116832,54.093240,2.2
12.116896,54.093282,2.1
12.116789,54.093309,2.2
12.116808,54.093340,2.2
12.116646,54.093182,2.4
12.116551,54.093073,2.4
12.116460,54.092965,2.6
12.116367,54.092856,2.9
12.116275,54.092749,3.1
12.116177,54.092640,3.4
12.116207,54.092440,3.6
12.116088,54.092532,3.7
12.116362,54.092276,3.4
12.116070,54.092360,3.8
12.116065,54.092451,3.8
12.115956,54.092472,3.9
12.115934,54.092393,4.0
12.115642,54.092569,3.8
12.115594,54.092506,3.9
12.115443,54.092627,3.5
12.115422,54.092531,3.6
12.115677,54.092653,3.6
12.115771,54.092761,3.4
12.115863,54.092869,3.2
12.115957,54.092978,3.0
12.116050,54.093086,2.7
12.116142,54.093194,2.5
12.116143,54.093384,2.2
12.116235,54.093302,2.4
12.116377,54.093369,2.5
12.116239,54.093430,2.2
12.115755,54.093423,1.8
12.115262,54.093022,2.7
12.115346,54.092634,3.4
12.115333,54.092828,3.0
12.115117,54.092740,3.2
12.115186,54.092579,3.4
12.114834,54.092677,3.2
12.114727,54.092706,3.1
12.114615,54.092734,3.0
12.114440,54.093410,2.1
12.114826,54.092823,3.0
12.115146,54.093029,2.7
12.115059,54.093360,2.4
12.114189,54.093173,2.4
12.114481,54.092957,2.9
12.114534,54.093074,2.7
12.114623,54.093158,2.6
12.115262,54.093439,2.1
12.115555,54.093528,1.7
12.115358,54.093535,1.9
12.114406,54.092821,3.0
12.114299,54.092754,3.0
12.114053,54.093116,2.4
12.114335,54.093520,1.8
12.113804,54.093522,1.9
12.113900,54.093157,2.3
12.113901,54.093111,2.4
12.113772,54.093159,2.3
12.113496,54.093032,2.3
12.113623,54.093150,2.2
12.113453,54.093127,2.3
12.113325,54.093000,2.4
12.113726,54.092848,2.7
12.113520,54.092844,2.6
12.113398,54.092902,2.4
12.113243,54.092833,2.5
12.115966,54.091863,5.3
12.115922,54.091811,5.6
12.115843,54.091736,6.0
12.115772,54.091666,6.3
12.115706,54.091590,6.8
12.115627,54.091519,7.1
12.115566,54.091455,7.3
12.115470,54.091386,7.4
12.115133,54.091252,7.7
12.115242,54.091300,7.6
12.114709,54.091518,6.4
12.114523,54.092016,4.5
12.113888,54.091731,5.0
12.113704,54.091766,4.9
12.114083,54.091598,5.5
12.114057,54.091831,4.8
12.113486,54.091984,4.6
12.113185,54.092000,5.0
12.113222,54.092103,4.2
12.113188,54.092222,3.5
12.116108,54.091984,5.0
12.115966,54.092022,4.8
12.115677,54.091918,5.2
12.115825,54.092056,4.7
12.115692,54.092092,4.5
12.115477,54.092038,4.7
12.115557,54.092127,4.4
12.115623,54.091795,5.6
12.115572,54.091843,5.4
12.115343,54.091901,5.1
12.115198,54.091908,5.0
12.115269,54.092015,4.7
12.115423,54.092162,4.4
12.115175,54.092112,4.3
12.115291,54.092197,4.2
12.115008,54.092034,4.5
12.115159,54.092232,3.9
12.114871,54.092149,4.1
12.115027,54.092267,3.7
12.114813,54.092108,4.2
12.114910,54.092302,3.7
12.114611,54.092197,4.0
12.114577,54.092275,3.8
12.114687,54.092352,3.7
12.114514,54.092273,3.8
12.114553,54.092389,3.5
12.114312,54.092250,3.6
12.114433,54.092416,3.5
12.114207,54.092277,3.8
12.114331,54.092443,3.4
12.114069,54.092430,2.3
12.114196,54.092488,3.4
12.114004,54.092515,3.4
12.113797,54.092415,3.6
12.113791,54.092522,3.3
12.113662,54.092410,2.0
12.113578,54.092516,3.3
12.113443,54.092393,2.4
12.113301,54.092322,3.6
12.113366,54.092510,3.1
12.113243,54.092353,2.9
12.113110,54.092382,3.5
12.113158,54.092511,3.1
12.112977,54.092389,3.4
12.112905,54.092482,3.0
12.112985,54.092349,3.5
12.112763,54.092380,3.3
12.112842,54.092175,4.1
12.112669,54.092277,3.9
12.113051,54.091979,5.0
12.113037,54.091900,5.0
12.113005,54.092002,4.7
12.112912,54.092099,4.9
12.112880,54.092047,4.7
12.112873,54.091952,4.9
12.112825,54.092102,4.6
12.112756,54.091995,4.8
12.112676,54.092126,4.5
12.112652,54.092026,4.9
12.112547,54.092174,4.5
12.112614,54.092197,4.3
12.112501,54.092073,4.8
12.111804,54.091910,5.6
12.111575,54.091668,6.0
12.111494,54.091838,5.9
12.111676,54.091770,5.8
12.111075,54.091222,7.3
12.111369,54.091630,6.3
12.111168,54.091601,6.5
12.110966,54.091572,6.7
12.110704,54.091656,6.2
12.110753,54.091542,6.8
12.110159,54.091922,5.8
12.110771,54.091814,6.1
12.110455,54.091712,6.0
12.110216,54.091787,5.8
12.109980,54.091862,5.7
12.109742,54.091936,6.0
12.108921,54.091556,8.4
12.108882,54.091572,8.4
12.108844,54.091589,8.3
12.108806,54.091605,8.2
12.108768,54.091620,8.2
12.108728,54.091637,8.1
12.108789,54.091775,8.1
12.108867,54.091742,8.1
12.109023,54.091675,8.1
12.109982,54.091731,5.9
12.109814,54.091404,8.1
12.107295,54.090587,10.9
12.107078,54.090635,10.6
12.106908,54.090272,11.4
12.106334,54.090387,12.0
12.109902,54.090707,8.2
12.110720,54.090741,8.0
12.109378,54.090520,8.7
12.109469,54.090338,9.0
12.109270,54.090401,9.1
12.109176,54.090298,9.3
12.110295,54.090234,8.9
12.110189,54.090116,9.2
12.110096,54.090013,9.5
12.109086,54.090183,9.7
12.109278,54.090113,9.6
12.109440,54.090062,9.7
12.109602,54.090012,9.6
12.109765,54.089961,9.7
12.109964,54.089904,9.8
12.109891,54.090455,8.6
12.108918,54.089998,10.4
12.109110,54.089927,10.4
12.109090,54.089759,11.1
12.109272,54.089876,10.4
12.109435,54.089826,10.3
12.109597,54.089776,10.2
12.109798,54.089714,10.2
12.109730,54.089607,10.7
12.109643,54.089512,10.8
12.109556,54.089416,10.4
12.109426,54.089322,10.5
12.108789,54.089898,10.9
12.108710,54.089801,11.1
12.108620,54.089707,11.4
12.109299,54.089531,10.5
12.109240,54.089380,10.6
12.109084,54.089436,10.7
12.108922,54.089486,10.8
12.108760,54.089535,11.0
12.108546,54.089604,11.3
12.109479,54.088940,11.1
12.108912,54.089136,11.4
12.108417,54.088725,12.5
12.108249,54.088647,12.7
12.108182,54.088466,12.9
12.108625,54.088078,13.1
12.108014,54.088318,13.2
12.107906,54.088190,13.5
12.108062,54.087888,13.8
12.107520,54.087490,14.3
12.107688,54.087462,14.0
12.107647,54.087421,14.2
12.107767,54.087387,14.0
12.107656,54.087272,14.6
12.107554,54.087166,15.0
12.107456,54.087059,14.9
12.107358,54.086951,14.9
12.107267,54.086841,14.9
12.107163,54.086724,14.9
12.106897,54.086797,15.5
12.106723,54.086922,15.9
12.106611,54.086990,15.9
12.106600,54.087067,15.8
12.106793,54.087124,15.9
12.106935,54.087217,15.7
12.107058,54.087333,15.3
12.107149,54.087442,14.9
12.107379,54.087549,14.4
12.107240,54.087548,14.4
12.106570,54.087556,15.6
12.106839,54.087536,15.2
12.106491,54.087558,15.6
12.106733,54.087421,15.5
12.106604,54.087307,15.9
12.106394,54.087246,15.9
12.106254,54.087357,15.8
12.106152,54.087464,15.9
12.106043,54.087568,16.0
12.105937,54.087669,15.8
12.105827,54.087771,15.5
12.105708,54.087889,15.5
12.105877,54.087999,15.5
12.106081,54.087927,15.5
12.106286,54.087864,15.7
12.106504,54.087797,15.6
12.106482,54.087597,15.6
12.106708,54.087734,15.3
12.106919,54.087661,14.9
12.107587,54.088082,13.7
12.107467,54.087933,13.9
12.107284,54.087994,14.1
12.107203,54.088139,14.2
12.107481,54.088198,13.8
12.107526,54.088289,13.7
12.107354,54.088286,13.9
12.107724,54.088366,13.1
12.107850,54.088304,13.3
12.107750,54.088263,13.5
12.107599,54.088304,13.5
12.107519,54.088329,13.6
12.107446,54.088397,13.7
12.107779,54.088458,13.2
12.107682,54.088410,13.4
12.107550,54.088506,13.3
12.108051,54.088531,12.9
12.107862,54.088588,12.9
12.107649,54.088614,13.1
12.108142,54.088600,12.8
12.107748,54.088722,12.9
12.107844,54.088831,12.8
12.108297,54.088831,12.4
12.107933,54.088944,12.8
12.108297,54.088943,12.3
12.108397,54.088908,12.2
12.108368,54.088989,12.2
12.108037,54.089051,12.6
12.108133,54.089147,12.2
12.108206,54.089231,11.8
12.108463,54.089001,12.0
12.108588,54.089103,11.6
12.108443,54.089096,11.8
12.108636,54.089253,11.2
12.108454,54.089300,11.3
12.108297,54.089348,11.4
12.107647,54.089557,11.7
12.107462,54.089620,11.9
12.107284,54.089517,11.9
12.107270,54.089398,12.8
12.107272,54.089679,12.2
12.107861,54.089471,11.6
12.107778,54.089369,12.0
12.107410,54.089377,12.6
12.107695,54.089289,12.5
12.107088,54.089249,13.4
12.107234,54.089312,12.9
12.107609,54.089190,12.9
12.107301,54.089195,13.4
12.107506,54.089077,13.0
12.107412,54.088968,13.0
12.107034,54.088904,13.9
12.107315,54.088858,13.4
12.106578,54.088892,14.3
12.106804,54.088945,14.2
12.106698,54.088899,14.3
12.106926,54.088788,14.2
12.106985,54.088843,13.8
12.107230,54.088762,13.6
12.107201,54.088701,13.7
12.107126,54.088636,13.9
12.107027,54.088527,14.3
12.106929,54.088417,14.5
12.106841,54.088306,14.8
12.106700,54.088177,15.1
12.106497,54.088241,15.2
12.106379,54.088418,15.2
12.106309,54.088407,15.3
12.106280,54.088308,15.3
12.106065,54.088376,15.3
12.105914,54.088474,15.2
12.106080,54.088681,15.0
12.106176,54.088778,14.6
12.106255,54.088865,14.4
12.106333,54.088953,14.3
12.106412,54.089040,14.2
12.106490,54.089127,14.1
12.106569,54.089215,13.6
12.106644,54.089299,13.4
12.106717,54.089379,13.2
12.106765,54.089433,13.1
12.106814,54.089487,12.8
12.106886,54.089568,12.6
12.106946,54.089654,12.4
12.107161,54.089743,12.3
12.107027,54.089744,12.2
12.105546,54.088746,14.9
12.105874,54.089098,14.0
12.106041,54.089290,13.7
12.105903,54.089972,12.7
12.106352,54.089745,12.5
12.106080,54.089778,12.8
12.105816,54.089865,12.5
12.105377,54.089919,12.8
12.105336,54.089971,12.7
12.105222,54.090015,12.7
12.105120,54.089830,13.0
12.105253,54.089772,13.0
12.105214,54.089666,13.2
12.105349,54.089663,13.1
12.105276,54.089450,13.4
12.104948,54.089086,14.0
12.105464,54.089108,14.0
12.105376,54.088937,14.2
12.105155,54.088897,14.2
12.104803,54.089136,14.3
12.104676,54.089231,14.0
12.104631,54.089377,13.7
12.104723,54.089459,13.6
12.104807,54.089550,13.4
12.104892,54.089644,13.2
12.106025,54.090782,11.8
12.106018,54.090747,12.3
12.105688,54.090489,11.9
12.105809,54.090639,11.9
12.106084,54.090845,11.6
12.106039,54.090974,11.5
12.106149,54.091101,11.2
12.106420,54.091127,10.6
12.106261,54.091227,10.9
12.106624,54.091006,10.1
12.106872,54.091063,9.9
12.106701,54.091138,10.1
12.106923,54.091184,10.0
12.107072,54.091234,9.8
12.107208,54.091189,9.8
12.107172,54.091267,9.7
12.107271,54.091301,9.7
12.107370,54.091336,9.7
12.107467,54.091372,9.6
12.107666,54.091284,9.0
12.107565,54.091408,9.5
12.107658,54.091446,9.3
12.107749,54.091487,9.1
12.107959,54.091480,8.7
12.107841,54.091529,8.8
12.108022,54.091542,8.5
12.107931,54.091571,8.7
12.108066,54.091634,8.4
12.108232,54.091731,8.3
12.108350,54.091776,8.4
12.108465,54.091803,8.4
12.107965,54.091925,8.9
12.107688,54.091985,9.3
12.107819,54.091951,9.1
12.107801,54.091910,9.1
12.107880,54.091876,8.9
12.107807,54.091834,8.9
12.107721,54.091791,9.0
12.107648,54.091760,9.1
12.107561,54.091719,9.2
12.107479,54.091681,9.3
12.107394,54.091642,9.5
12.107304,54.091611,9.6
12.107219,54.091571,9.8
12.106929,54.091621,10.0
12.107119,54.091536,9.8
12.106896,54.091603,10.1
12.106868,54.091454,10.0
12.106488,54.091482,10.5
12.106607,54.091609,10.5
12.106713,54.091734,10.4
12.106824,54.091860,10.3
12.106936,54.091985,10.1
12.107049,54.092111,9.9
12.107259,54.092139,9.8
12.107189,54.092238,9.9
12.107438,54.092552,9.7
12.107648,54.092174,9.5
12.107958,54.092055,9.2
12.107856,54.092110,9.3
12.108068,54.092013,9.0
12.108680,54.092145,8.4
12.108305,54.092257,8.9
12.108122,54.092313,9.2
12.107910,54.092337,9.3
12.107727,54.092392,9.5
12.107544,54.092448,9.6
12.107445,54.092236,9.6
12.107496,54.092646,9.7
12.107596,54.092649,9.6
12.107766,54.092662,9.5
12.107970,54.092679,9.5
12.108117,54.092629,9.4
12.108174,54.092696,9.4
12.108379,54.092714,9.2
12.108583,54.092731,8.8
12.108788,54.092748,9.0
12.109004,54.092761,9.0
12.109180,54.092691,8.7
12.109148,54.092566,8.5
12.109048,54.092455,8.4
12.108949,54.092344,8.3
12.108850,54.092232,8.2
12.108489,54.092201,8.7
12.109242,54.091983,7.0
12.109438,54.091977,6.7
12.109164,54.092117,7.5
12.109571,54.092289,7.2
12.109294,54.092267,7.6
12.109441,54.092435,7.8
12.109729,54.092348,7.3
12.109907,54.092173,6.5
12.109999,54.092275,6.7
12.110189,54.092407,7.0
12.110281,54.092398,6.9
12.110376,54.092369,6.7
12.110317,54.092124,6.1
12.110375,54.092256,6.4
12.110491,54.092332,6.5
12.110549,54.092072,6.0
12.110517,54.092127,6.1
12.110610,54.092333,6.5
12.110700,54.092278,6.3
12.110836,54.091962,6.1
12.110985,54.092034,5.7
12.110709,54.091873,6.1
12.110518,54.091933,6.0
12.110646,54.091977,6.1
12.110570,54.092027,6.0
12.110703,54.092095,6.1
12.110613,54.092119,6.2
12.110785,54.092122,6.0
12.110727,54.092157,6.1
12.111048,54.092168,6.0
12.111175,54.092128,5.9
12.111272,54.091842,6.0
12.111304,54.091996,5.7
12.111218,54.091987,5.8
12.111381,54.092071,5.8
12.111450,54.091937,5.4
12.111611,54.091998,5.6
12.111134,54.092792,6.8
12.110958,54.092553,7.1
12.111393,54.092677,6.1
12.111304,54.092583,6.3
12.111140,54.092496,6.5
12.111351,54.092537,6.2
12.111308,54.092433,6.0
12.111492,54.092387,5.6
12.111861,54.092572,4.8
12.111772,54.092439,5.1
12.111638,54.092346,5.4
12.111843,54.092420,5.0
12.111747,54.092312,5.2
12.111840,54.092279,5.0
12.112057,54.092307,4.7
12.111947,54.092246,5.0
12.112205,54.092338,4.5
12.112121,54.092244,4.8
12.112263,54.092402,4.0
12.112341,54.092496,3.6
12.112425,54.092593,3.2
12.112340,54.092689,3.4
12.112404,54.092752,3.4
12.112505,54.092683,3.1
12.112452,54.092760,3.3
12.112386,54.092801,3.3
12.112459,54.092860,3.4
